t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
1.7200,4.20533,-2.80356,0.001020,0.914610,-0.000480,0.914611,-0.0006089,0.0000006,0.0002185,-0.072579,-0.071862,-2.16622545e-05,-2.61413076e-07,-1.90745707e-08,-2.14491593e-05,-2.59780733e-07,-1.89672343e-08,1.20960925e-03,7.92452401e-11,2.017e-17,2.433e-18
1.7400,4.33460,-2.88973,0.001054,0.944153,-0.000494,0.944154,-0.0006264,0.0000006,0.0002244,-0.072602,-0.071883,-2.16662051e-05,-2.58948314e-07,-1.92449312e-08,-2.14526435e-05,-2.57315111e-07,-1.91357768e-08,1.25030227e-03,7.92471323e-11,7.806e-18,3.734e-18
1.7600,4.46603,-2.97735,0.001089,0.974277,-0.000508,0.974278,-0.0006440,0.0000006,0.0002303,-0.072445,-0.071726,-2.16162527e-05,-2.55330456e-07,-1.92997134e-08,-2.14025571e-05,-2.53698796e-07,-1.91893286e-08,1.29162339e-03,7.92648479e-11,4.608e-18,7.617e-18
1.7800,4.59962,-3.06641,0.001124,1.004985,-0.000523,1.004986,-0.0006619,0.0000006,0.0002363,-0.072106,-0.071387,-2.15140465e-05,-2.53104206e-07,-1.92343780e-08,-2.13005153e-05,-2.51464312e-07,-1.91231714e-08,1.33356099e-03,7.93319723e-11,1.193e-17,3.713e-18
1.8000,4.73537,-3.15691,0.001161,1.036281,-0.000537,1.036281,-0.0006800,0.0000006,0.0002423,-0.071588,-0.070872,-2.13620266e-05,-2.53961405e-07,-1.94163283e-08,-2.11489190e-05,-2.52297081e-07,-1.93032208e-08,1.37610307e-03,7.94780905e-11,2.114e-18,1.735e-18
1.8200,4.87328,-3.24885,0.001198,1.068168,-0.000552,1.068169,-0.0006983,0.0000007,0.0002484,-0.070902,-0.070188,-2.11633641e-05,-2.57744795e-07,-1.94152140e-08,-2.09508967e-05,-2.56043003e-07,-1.93010787e-08,1.41923721e-03,7.97269440e-11,6.830e-18,8.904e-18
1.8400,5.01334,-3.34223,0.001235,1.100651,-0.000567,1.100652,-0.0007167,0.0000007,0.0002545,-0.070068,-0.069356,-2.09219207e-05,-2.62559966e-07,-1.93782090e-08,-2.07102635e-05,-2.60818443e-07,-1.92630756e-08,1.46295045e-03,8.00938384e-11,9.649e-18,1.029e-17
1.8600,5.15555,-3.43704,0.001274,1.133734,-0.000582,1.133735,-0.0007354,0.0000007,0.0002606,-0.069109,-0.068401,-2.06421953e-05,-2.65905141e-07,-1.95555938e-08,-2.04314696e-05,-2.64133614e-07,-1.94385620e-08,1.50722943e-03,8.05850729e-11,1.740e-17,6.173e-18
1.8800,5.29992,-3.53328,0.001313,1.167419,-0.000598,1.167420,-0.0007542,0.0000007,0.0002668,-0.068048,-0.067343,-2.03292637e-05,-2.66149361e-07,-1.95122153e-08,-2.01195396e-05,-2.64363680e-07,-1.93942891e-08,1.55206025e-03,8.11990470e-11,1.496e-17,6.505e-18
1.9000,5.44642,-3.63095,0.001353,1.201710,-0.000613,1.201711,-0.0007731,0.0000007,0.0002730,-0.066903,-0.066202,-1.99887162e-05,-2.63492544e-07,-1.95173325e-08,-1.97800114e-05,-2.61705233e-07,-1.93981789e-08,1.59742856e-03,8.19263088e-11,1.182e-17,4.533e-18
1.9200,5.59507,-3.73005,0.001394,1.236610,-0.000629,1.236611,-0.0007923,0.0000008,0.0002792,-0.065689,-0.064991,-1.96265606e-05,-2.59829152e-07,-1.96791073e-08,-1.94188400e-05,-2.58042059e-07,-1.95581263e-08,1.64331974e-03,8.27490338e-11,1.518e-17,2.907e-18
1.9400,5.74585,-3.83057,0.001435,1.272124,-0.000645,1.272125,-0.0008116,0.0000008,0.0002855,-0.064417,-0.063722,-1.92491092e-05,-2.57614539e-07,-1.96038262e-08,-1.90422860e-05,-2.55817927e-07,-1.94820774e-08,1.68971881e-03,8.36425455e-11,2.038e-17,4.838e-18
1.9600,5.89876,-3.93251,0.001478,1.308254,-0.000661,1.308255,-0.0008311,0.0000008,0.0002918,-0.063106,-0.062413,-1.88628694e-05,-2.58414643e-07,-1.96451407e-08,-1.86568069e-05,-2.56593152e-07,-1.95220280e-08,1.73661052e-03,8.45783015e-11,8.890e-18,1.147e-17
1.9800,6.05379,-4.03586,0.001521,1.345004,-0.000677,1.345005,-0.0008507,0.0000008,0.0002981,-0.061778,-0.061088,-1.84744204e-05,-2.61983742e-07,-1.97694141e-08,-1.82689350e-05,-2.60125714e-07,-1.96446942e-08,1.78397934e-03,8.55256868e-11,6.180e-18,2.392e-18
2.0000,6.21094,-4.14062,0.001565,1.382376,-0.000693,1.382377,-0.0008704,0.0000008,0.0003045,-0.060461,-0.059772,-1.80903100e-05,-2.66423260e-07,-1.96703356e-08,-1.78851752e-05,-2.64527809e-07,-1.95449708e-08,1.83180935e-03,8.64528571e-11,5.638e-18,7.481e-18
2.0200,6.37019,-4.24680,0.001610,1.420374,-0.000710,1.420375,-0.0008903,0.0000009,0.0003109,-0.059187,-0.058498,-1.77169697e-05,-2.69317958e-07,-1.97435756e-08,-1.75119202e-05,-2.67395609e-07,-1.96167474e-08,1.88008426e-03,8.73290543e-11,1.605e-17,4.086e-18
2.0400,6.53155,-4.35437,0.001656,1.459001,-0.000726,1.459002,-0.0009102,0.0000009,0.0003172,-0.057980,-0.057291,-1.73606195e-05,-2.69160274e-07,-1.98261970e-08,-1.71553559e-05,-2.67226876e-07,-1.96979895e-08,1.92878745e-03,8.81278138e-11,9.649e-18,3.713e-18
2.0600,6.69501,-4.46334,0.001702,1.498259,-0.000743,1.498260,-0.0009303,0.0000009,0.0003236,-0.056860,-0.056168,-1.70271817e-05,-2.66233985e-07,-1.97246478e-08,-1.68213762e-05,-2.64301531e-07,-1.95958198e-08,1.97790193e-03,8.88283573e-11,1.681e-17,7.928e-19
2.0800,6.86055,-4.57370,0.001750,1.538152,-0.000760,1.538153,-0.0009506,0.0000009,0.0003301,-0.055839,-0.055145,-1.67221890e-05,-2.62433822e-07,-1.98252728e-08,-1.65154906e-05,-2.60503636e-07,-1.96949221e-08,2.02741055e-03,8.94157262e-11,5.367e-18,1.004e-17
2.1000,7.02816,-4.68544,0.001798,1.578683,-0.000777,1.578684,-0.0009709,0.0000010,0.0003365,-0.054927,-0.054229,-1.64506739e-05,-2.60129191e-07,-1.98597307e-08,-1.62427155e-05,-2.58191542e-07,-1.97282848e-08,2.07729600e-03,8.98820710e-11,1.518e-17,2.175e-18
2.1200,7.19785,-4.79857,0.001848,1.619853,-0.000794,1.619854,-0.0009913,0.0000010,0.0003429,-0.054133,-0.053429,-1.62170789e-05,-2.60764132e-07,-1.97622475e-08,-1.60074840e-05,-2.58804413e-07,-1.96302228e-08,2.12754077e-03,9.02282798e-11,1.133e-17,4.276e-18
2.1400,7.36960,-4.91306,0.001898,1.661666,-0.000811,1.661667,-0.0010117,0.0000010,0.0003494,-0.053473,-0.052762,-1.60251774e-05,-2.64012330e-07,-1.98704265e-08,-1.58135674e-05,-2.62020080e-07,-1.97369495e-08,2.17812721e-03,9.04635561e-11,5.855e-18,6.925e-18
2.1600,7.54339,-5.02893,0.001949,1.704124,-0.000829,1.704125,-0.0010323,0.0000010,0.0003558,-0.052960,-0.052242,-1.58780088e-05,-2.67979437e-07,-1.98516325e-08,-1.56640105e-05,-2.65954872e-07,-1.97173735e-08,2.22903744e-03,9.06036122e-11,2.168e-17,5.130e-18
2.1800,7.71923,-5.14615,0.002001,1.747229,-0.000846,1.747230,-0.0010529,0.0000011,0.0003622,-0.052613,-0.051885,-1.57778518e-05,-2.70337003e-07,-1.97696307e-08,-1.55611041e-05,-2.68291135e-07,-1.96347765e-08,2.28025325e-03,9.06698417e-11,9.433e-18,8.741e-18
2.2000,7.89709,-5.26473,0.002053,1.790983,-0.000864,1.790985,-0.0010736,0.0000011,0.0003687,-0.052440,-0.051702,-1.57262030e-05,-2.69699343e-07,-1.98779315e-08,-1.55063636e-05,-2.67647699e-07,-1.97417037e-08,2.33175626e-03,9.06889389e-11,1.431e-17,6.241e-18
2.2200,8.07698,-5.38465,0.002107,1.835390,-0.000881,1.835391,-0.0010943,0.0000011,0.0003751,-0.052443,-0.051693,-1.57237580e-05,-2.66431072e-07,-1.98177456e-08,-1.55005094e-05,-2.64384803e-07,-1.96809650e-08,2.38352789e-03,9.06907631e-11,2.027e-17,1.789e-17
2.2400,8.25887,-5.50591,0.002162,1.880450,-0.000899,1.880452,-0.0011151,0.0000011,0.0003816,-0.052614,-0.051852,-1.57704066e-05,-2.62422077e-07,-1.97627447e-08,-1.55434621e-05,-2.60381696e-07,-1.96252997e-08,2.43554943e-03,9.07052713e-11,1.930e-17,1.378e-17
2.2600,8.44276,-5.62850,0.002217,1.926166,-0.000917,1.926168,-0.0011359,0.0000012,0.0003880,-0.052944,-0.052168,-1.58652193e-05,-2.59958118e-07,-1.98568637e-08,-1.56343282e-05,-2.57913610e-07,-1.97181993e-08,2.48780220e-03,9.07608962e-11,1.301e-17,1.089e-17
2.2800,8.62863,-5.75242,0.002274,1.972540,-0.000935,1.972541,-0.0011567,0.0000012,0.0003944,-0.053421,-0.052631,-1.60064440e-05,-2.60367107e-07,-1.97577333e-08,-1.57713971e-05,-2.58304278e-07,-1.96187495e-08,2.54026746e-03,9.08837088e-11,3.372e-17,5.557e-18
2.3000,8.81647,-5.87765,0.002331,2.019573,-0.000953,2.019575,-0.0011775,0.0000012,0.0004008,-0.054038,-0.053234,-1.61915348e-05,-2.63247148e-07,-1.97257575e-08,-1.59521685e-05,-2.61156361e-07,-1.95860773e-08,2.59292637e-03,9.10953106e-11,6.776e-18,1.004e-17
2.3200,9.00627,-6.00418,0.002390,2.067267,-0.000971,2.067269,-0.0011984,0.0000012,0.0004072,-0.054791,-0.053972,-1.64171908e-05,-2.66715006e-07,-1.97902109e-08,-1.61733910e-05,-2.64597156e-07,-1.96495223e-08,2.64576003e-03,9.14103484e-11,5.421e-18,8.132e-20
2.3400,9.19802,-6.13201,0.002449,2.115623,-0.000990,2.115625,-0.0012192,0.0000013,0.0004135,-0.055673,-0.054839,-1.66794232e-05,-2.68529821e-07,-1.96649095e-08,-1.64311277e-05,-2.66395988e-07,-1.95240411e-08,2.69874934e-03,9.18359303e-11,2.114e-18,4.323e-18
2.3600,9.39170,-6.26113,0.002509,2.164643,-0.001008,2.164645,-0.0012400,0.0000013,0.0004199,-0.056674,-0.055824,-1.69736418e-05,-2.67422632e-07,-1.96614629e-08,-1.67208419e-05,-2.65287654e-07,-1.95198046e-08,2.75187504e-03,9.23722130e-11,1.485e-17,3.680e-18
2.3800,9.58730,-6.39153,0.002570,2.214328,-0.001026,2.214330,-0.0012607,0.0000013,0.0004262,-0.057774,-0.056909,-1.72947317e-05,-2.63835108e-07,-1.96952403e-08,-1.70374726e-05,-2.61708982e-07,-1.95527456e-08,2.80511789e-03,9.30120209e-11,1.138e-17,4.947e-19
2.4000,9.78480,-6.52320,0.002632,2.264680,-0.001044,2.264682,-0.0012815,0.0000013,0.0004325,-0.058948,-0.058068,-1.76371354e-05,-2.59647276e-07,-1.95607540e-08,-1.73755157e-05,-2.57529467e-07,-1.94181235e-08,2.85845858e-03,9.37403618e-11,1.550e-17,4.154e-18
2.4200,9.98419,-6.65613,0.002695,2.315698,-0.001063,2.315700,-0.0013022,0.0000014,0.0004387,-0.060169,-0.059275,-1.79949339e-05,-2.57059725e-07,-1.95803120e-08,-1.77291049e-05,-2.54939734e-07,-1.94368317e-08,2.91187795e-03,9.45358542e-11,4.987e-18,3.314e-18
2.4400,10.18546,-6.79031,0.002759,2.367385,-0.001081,2.367386,-0.0013228,0.0000014,0.0004449,-0.061412,-0.060505,-1.83619211e-05,-2.57289632e-07,-1.95729586e-08,-1.80920846e-05,-2.55153478e-07,-1.94288672e-08,2.96535693e-03,9.53731012e-11,4.879e-18,2.088e-17
2.4600,10.38859,-6.92573,0.002824,2.419740,-0.001100,2.419742,-0.0013433,0.0000014,0.0004511,-0.062656,-0.061736,-1.87316993e-05,-2.59863189e-07,-1.94351349e-08,-1.84581054e-05,-2.57701866e-07,-1.92909326e-08,3.01887643e-03,9.62239955e-11,1.301e-17,1.687e-18
2.4800,10.59356,-7.06237,0.002890,2.472764,-0.001118,2.472766,-0.0013638,0.0000015,0.0004573,-0.063886,-0.062954,-1.90977885e-05,-2.62910982e-07,-1.94668735e-08,-1.88207324e-05,-2.60725878e-07,-1.93218018e-08,3.07241736e-03,9.70587094e-11,1.236e-17,1.002e-17
2.5000,10.80036,-7.20024,0.002957,2.526459,-0.001137,2.526461,-0.0013842,0.0000015,0.0004634,-0.065087,-0.064145,-1.94537375e-05,-2.64280262e-07,-1.94195496e-08,-1.91735544e-05,-2.62082370e-07,-1.92740473e-08,3.12596061e-03,9.78481708e-11,1.171e-17,2.704e-18
2.5200,11.00898,-7.33932,0.003025,2.580823,-0.001156,2.580825,-0.0014045,0.0000015,0.0004695,-0.066242,-0.065291,-1.97932472e-05,-2.62811823e-07,-1.92957577e-08,-1.95103079e-05,-2.60615227e-07,-1.91500561e-08,3.17948698e-03,9.85670144e-11,4.228e-18,1.386e-17
2.5400,11.21939,-7.47959,0.003094,2.635858,-0.001174,2.635860,-0.0014246,0.0000015,0.0004755,-0.067330,-0.066370,-2.01102805e-05,-2.59017489e-07,-1.93376800e-08,-1.98249846e-05,-2.56831055e-07,-1.91910728e-08,3.23297734e-03,9.91948952e-11,7.481e-18,8.071e-18
2.5600,11.43158,-7.62105,0.003164,2.691563,-0.001193,2.691565,-0.0014447,0.0000016,0.0004815,-0.068323,-0.067356,-2.03991493e-05,-2.54763126e-07,-1.92574610e-08,-2.01119195e-05,-2.52585371e-07,-1.91105594e-08,3.28641273e-03,9.97170116e-11,1.930e-17,1.016e-19
2.5800,11.64553,-7.76369,0.003235,2.747939,-0.001211,2.747941,-0.0014646,0.0000016,0.0004874,-0.069197,-0.068225,-2.06545999e-05,-2.52160787e-07,-1.91546772e-08,-2.03658753e-05,-2.49980892e-07,-1.90074794e-08,3.33977431e-03,1.00125667e-10,1.507e-17,9.866e-18
2.6000,11.86123,-7.90748,0.003307,2.804985,-0.001230,2.804987,-0.0014843,0.0000016,0.0004933,-0.069932,-0.068957,-2.08718795e-05,-2.52319869e-07,-1.91910833e-08,-2.05821092e-05,-2.50124242e-07,-1.90430428e-08,3.39304351e-03,1.00421806e-10,1.908e-17,7.102e-18
2.6200,12.07865,-8.05243,0.003380,2.862700,-0.001248,2.862702,-0.0015039,0.0000017,0.0004991,-0.070517,-0.069540,-2.10468017e-05,-2.54699173e-07,-1.90777278e-08,-2.07564382e-05,-2.52479610e-07,-1.89295467e-08,3.44620185e-03,1.00614690e-10,2.282e-17,5.733e-18
2.6400,12.29779,-8.19852,0.003453,2.921085,-0.001267,2.921087,-0.0015233,0.0000017,0.0005048,-0.070944,-0.069967,-2.11758232e-05,-2.57443356e-07,-1.89974865e-08,-2.08853155e-05,-2.55201927e-07,-1.88489171e-08,3.49923090e-03,1.00720654e-10,3.469e-18,1.919e-17
2.6600,12.51861,-8.34574,0.003528,2.980139,-0.001285,2.980141,-0.0015426,0.0000017,0.0005106,-0.071213,-0.070237,-2.12561083e-05,-2.58486943e-07,-1.90206839e-08,-2.09658952e-05,-2.56234770e-07,-1.88713555e-08,3.55211232e-03,1.00762667e-10,1.279e-17,2.392e-17
2.6800,12.74111,-8.49407,0.003604,3.039860,-0.001304,3.039862,-0.0015616,0.0000018,0.0005162,-0.071318,-0.070344,-2.12855867e-05,-2.56774887e-07,-1.88887793e-08,-2.09960899e-05,-2.54525572e-07,-1.87393786e-08,3.60482780e-03,1.00769788e-10,2.949e-17,8.660e-18
2.7000,12.96526,-8.64351,0.003681,3.100248,-0.001322,3.100251,-0.0015805,0.0000018,0.0005218,-0.071255,-0.070285,-2.12629980e-05,-2.52880531e-07,-1.88388052e-08,-2.09746156e-05,-2.50642164e-07,-1.86888932e-08,3.65735916e-03,1.00774873e-10,6.072e-18,8.403e-19
2.7200,13.19105,-8.79403,0.003759,3.161303,-0.001341,3.161305,-0.0015991,0.0000018,0.0005273,-0.071014,-0.070049,-2.11879020e-05,-2.48651776e-07,-1.88439351e-08,-2.09010024e-05,-2.46422318e-07,-1.86933858e-08,3.70968850e-03,1.00811758e-10,2.472e-17,4.201e-19
2.7400,13.41845,-8.94564,0.003838,3.223021,-0.001359,3.223024,-0.0016175,0.0000019,0.0005328,-0.070591,-0.069633,-2.10606721e-05,-2.46110617e-07,-1.87012604e-08,-2.07755889e-05,-2.43879348e-07,-1.85507123e-08,3.76179820e-03,1.00913713e-10,1.193e-17,1.084e-19
2.7600,13.64745,-9.09830,0.003918,3.285403,-0.001377,3.285406,-0.0016356,0.0000019,0.0005382,-0.069987,-0.069035,-2.08824789e-05,-2.46260303e-07,-1.86728707e-08,-2.05995063e-05,-2.44014419e-07,-1.85217850e-08,3.81367089e-03,1.01112247e-10,6.614e-18,1.348e-17
2.7800,13.87803,-9.25202,0.003999,3.348447,-0.001395,3.348450,-0.0016535,0.0000019,0.0005435,-0.069210,-0.068266,-2.06552576e-05,-2.48498041e-07,-1.86473241e-08,-2.03746468e-05,-2.46230487e-07,-1.84958168e-08,3.86528946e-03,1.01434749e-10,3.946e-17,1.579e-17
2.8000,14.11016,-9.40678,0.004080,3.412151,-0.001413,3.412153,-0.0016712,0.0000020,0.0005488,-0.068274,-0.067339,-2.03816824e-05,-2.50984261e-07,-1.85001149e-08,-2.01036388e-05,-2.48698111e-07,-1.83486787e-08,3.91663692e-03,1.01902000e-10,2.358e-17,4.025e-18
2.8200,14.34383,-9.56255,0.004163,3.476512,-0.001431,3.476515,-0.0016885,0.0000020,0.0005539,-0.067198,-0.066273,-2.00651379e-05,-2.51739074e-07,-1.84891555e-08,-1.97898185e-05,-2.49445887e-07,-1.83371859e-08,3.96769640e-03,1.02527233e-10,5.340e-18,3.347e-18
2.8400,14.57901,-9.71934,0.004247,3.541530,-0.001449,3.541533,-0.0017056,0.0000020,0.0005591,-0.066000,-0.065084,-1.97096710e-05,-2.49808461e-07,-1.84352482e-08,-1.94371828e-05,-2.47521670e-07,-1.82830574e-08,4.01845118e-03,1.03315892e-10,2.103e-17,2.465e-17
2.8600,14.81569,-9.87713,0.004332,3.607201,-0.001467,3.607204,-0.0017224,0.0000021,0.0005641,-0.064693,-0.063786,-1.93199356e-05,-2.45820502e-07,-1.82979921e-08,-1.90503346e-05,-2.43547760e-07,-1.81458929e-08,4.06888473e-03,1.04264577e-10,2.559e-17,1.049e-17
2.8800,15.05384,-10.03589,0.004419,3.673524,-0.001485,3.673527,-0.0017388,0.0000021,0.0005691,-0.063288,-0.062391,-1.89011124e-05,-2.41601627e-07,-1.82988878e-08,-1.86344039e-05,-2.39340681e-07,-1.81463223e-08,4.11898089e-03,1.05360432e-10,2.559e-17,2.166e-17
2.9000,15.29344,-10.19563,0.004506,3.740496,-0.001502,3.740499,-0.0017550,0.0000021,0.0005740,-0.061797,-0.060911,-1.84588076e-05,-2.39085579e-07,-1.82138094e-08,-1.81949477e-05,-2.36826100e-07,-1.80612813e-08,4.16872383e-03,1.06582483e-10,2.304e-17,2.312e-17
2.9200,15.53447,-10.35631,0.004594,3.808114,-0.001520,3.808117,-0.0017708,0.0000022,0.0005788,-0.060239,-0.059361,-1.79989535e-05,-2.39172558e-07,-1.80866665e-08,-1.77378512e-05,-2.36902769e-07,-1.79343110e-08,4.21809805e-03,1.07903623e-10,1.033e-17,1.653e-18
2.9400,15.77691,-10.51794,0.004683,3.876376,-0.001537,3.876379,-0.0017862,0.0000022,0.0005835,-0.058635,-0.057766,-1.75277052e-05,-2.41204359e-07,-1.80833021e-08,-1.72692258e-05,-2.38918505e-07,-1.79306651e-08,4.26708835e-03,1.09291702e-10,1.648e-17,3.415e-17
2.9600,16.02073,-10.68049,0.004773,3.945278,-0.001554,3.945281,-0.0018013,0.0000022,0.0005882,-0.057013,-0.056153,-1.70513420e-05,-2.43362147e-07,-1.79660951e-08,-1.67953111e-05,-2.41064374e-07,-1.78137738e-08,4.31567971e-03,1.10710663e-10,8.294e-18,1.869e-17
2.9800,16.26592,-10.84395,0.004864,4.014816,-0.001571,4.014820,-0.0018160,0.0000023,0.0005928,-0.055401,-0.054549,-1.65761840e-05,-2.43750643e-07,-1.78545389e-08,-1.63223915e-05,-2.41452980e-07,-1.77024543e-08,4.36385723e-03,1.12122908e-10,1.084e-17,1.579e-17
3.0000,16.51245,-11.00830,0.004957,4.084989,-0.001588,4.084992,-0.0018303,0.0000023,0.0005973,-0.053824,-0.052978,-1.61084996e-05,-2.41514868e-07,-1.78426198e-08,-1.58567050e-05,-2.39230584e-07,-1.76904520e-08,4.41160625e-03,1.13491915e-10,1.412e-17,2.480e-18
3.0200,16.76030,-11.17353,0.005050,4.155792,-0.001605,4.155795,-0.0018443,0.0000023,0.0006017,-0.052299,-0.051459,-1.56544088e-05,-2.37334279e-07,-1.77035387e-08,-1.54043463e-05,-2.35070586e-07,-1.75519187e-08,4.45891233e-03,1.14783663e-10,1.735e-17,7.955e-18
3.0400,17.00944,-11.33963,0.005144,4.227221,-0.001621,4.227225,-0.0018578,0.0000024,0.0006061,-0.050841,-0.050006,-1.52197842e-05,-2.33010939e-07,-1.76107644e-08,-1.49711687e-05,-2.30765347e-07,-1.74594597e-08,4.50576137e-03,1.15967838e-10,1.258e-17,1.559e-18
3.0600,17.25986,-11.50657,0.005240,4.299273,-0.001637,4.299276,-0.0018709,0.0000024,0.0006104,-0.049462,-0.048630,-1.48101402e-05,-2.30393787e-07,-1.75789705e-08,-1.45626741e-05,-2.28156279e-07,-1.74278656e-08,4.55213970e-03,1.17020150e-10,1.000e-17,1.918e-17
3.0800,17.51152,-11.67435,0.005336,4.371943,-0.001653,4.371946,-0.0018836,0.0000025,0.0006146,-0.048175,-0.047347,-1.44305320e-05,-2.30285648e-07,-1.74181740e-08,-1.41839119e-05,-2.28045318e-07,-1.72678824e-08,4.59803397e-03,1.17924308e-10,9.948e-18,8.457e-18
3.1000,17.76441,-11.84294,0.005434,4.445227,-0.001669,4.445230,-0.0018958,0.0000025,0.0006187,-0.047000,-0.046173,-1.40854728e-05,-2.31978699e-07,-1.73360426e-08,-1.38393963e-05,-2.29730854e-07,-1.71862091e-08,4.64343110e-03,1.18672209e-10,2.147e-17,2.732e-17
3.1200,18.01850,-12.01233,0.005532,4.519120,-0.001685,4.519124,-0.0019076,0.0000025,0.0006227,-0.045955,-0.045129,-1.37788621e-05,-2.33680912e-07,-1.72746887e-08,-1.35330353e-05,-2.31430459e-07,-1.71253734e-08,4.68831823e-03,1.19263489e-10,1.770e-17,7.589e-18
3.1400,18.27377,-12.18251,0.005632,4.593619,-0.001700,4.593623,-0.0019189,0.0000026,0.0006267,-0.045057,-0.044231,-1.35139372e-05,-2.33582204e-07,-1.71013127e-08,-1.32680806e-05,-2.31341299e-07,-1.69530105e-08,4.73268260e-03,1.19705605e-10,2.754e-17,1.897e-17
3.1600,18.53019,-12.35346,0.005732,4.668718,-0.001716,4.668722,-0.0019297,0.0000026,0.0006306,-0.044318,-0.043491,-1.32932362e-05,-2.30923729e-07,-1.70310484e-08,-1.30470913e-05,-2.28705139e-07,-1.68833171e-08,4.77651163e-03,1.20013478e-10,1.701e-17,2.601e-17
3.1800,18.78774,-12.52516,0.005834,4.744412,-0.001731,4.744416,-0.0019401,0.0000026,0.0006344,-0.043741,-0.042912,-1.31185587e-05,-2.26434454e-07,-1.69414285e-08,-1.28718937e-05,-2.24244611e-07,-1.67945014e-08,4.81979303e-03,1.20207732e-10,9.324e-18,3.022e-17
3.2000,19.04640,-12.69760,0.005936,4.820695,-0.001745,4.820699,-0.0019499,0.0000027,0.0006381,-0.043323,-0.042492,-1.29909345e-05,-2.21890002e-07,-1.67648750e-08,-1.27435497e-05,-2.19725855e-07,-1.66191174e-08,4.86251479e-03,1.20312656e-10,1.171e-17,2.144e-17
3.2200,19.30614,-12.87076,0.006040,4.897563,-0.001760,4.897568,-0.0019592,0.0000027,0.0006417,-0.043061,-0.042226,-1.29105973e-05,-2.19056647e-07,-1.66980220e-08,-1.26623299e-05,-2.16908148e-07,-1.65530008e-08,4.90466527e-03,1.20355157e-10,2.841e-17,2.098e-17
3.2400,19.56693,-13.04462,0.006144,4.975010,-0.001774,4.975015,-0.0019680,0.0000028,0.0006453,-0.042948,-0.042110,-1.28769646e-05,-2.18646445e-07,-1.65730008e-08,-1.26276940e-05,-2.16503167e-07,-1.64291056e-08,4.94623318e-03,1.20363621e-10,1.048e-17,3.230e-17
3.2600,19.82875,-13.21917,0.006250,5.053031,-0.001788,5.053035,-0.0019763,0.0000028,0.0006487,-0.042982,-0.042141,-1.28886474e-05,-2.19906953e-07,-1.63939904e-08,-1.26382984e-05,-2.17764842e-07,-1.62514155e-08,4.98720741e-03,1.20365502e-10,1.193e-17,2.494e-18
3.2800,20.09157,-13.39438,0.006356,5.131618,-0.001802,5.131622,-0.0019840,0.0000028,0.0006521,-0.043164,-0.042319,-1.29434780e-05,-2.21076986e-07,-1.63213751e-08,-1.26920240e-05,-2.18941264e-07,-1.61797166e-08,5.02757702e-03,1.20384993e-10,1.063e-17,1.983e-17
3.3000,20.35538,-13.57025,0.006464,5.210767,-0.001815,5.210771,-0.0019912,0.0000029,0.0006555,-0.043488,-0.042639,-1.30385540e-05,-2.20432485e-07,-1.61649135e-08,-1.27860191e-05,-2.18315006e-07,-1.60246322e-08,5.06733118e-03,1.20441978e-10,9.596e-18,1.938e-18
3.3200,20.62014,-13.74676,0.006572,5.290470,-0.001828,5.290474,-0.0019978,0.0000029,0.0006587,-0.043944,-0.043092,-1.31703016e-05,-2.17306271e-07,-1.59941230e-08,-1.29167613e-05,-2.15218920e-07,-1.58552206e-08,5.10645911e-03,1.20551265e-10,3.558e-17,2.266e-17
3.3400,20.88583,-13.92389,0.006682,5.370721,-0.001841,5.370726,-0.0020039,0.0000030,0.0006618,-0.044517,-0.043661,-1.33345364e-05,-2.12473107e-07,-1.59143402e-08,-1.30801173e-05,-2.10421220e-07,-1.57765044e-08,5.14495030e-03,1.20721269e-10,1.303e-17,3.993e-17
3.3600,21.15242,-14.10161,0.006792,5.451515,-0.001854,5.451519,-0.0020093,0.0000030,0.0006649,-0.045183,-0.044325,-1.35265230e-05,-2.07680304e-07,-1.57326883e-08,-1.32714028e-05,-2.05660000e-07,-1.55964325e-08,5.18279449e-03,1.20953305e-10,9.975e-18,5.394e-18
3.3800,21.41989,-14.27993,0.006904,5.532843,-0.001866,5.532847,-0.0020142,0.0000030,0.0006679,-0.045920,-0.045060,-1.37410445e-05,-2.04611412e-07,-1.55708474e-08,-1.34854496e-05,-2.02612379e-07,-1.54360313e-08,5.21998171e-03,1.21242470e-10,3.816e-17,4.770e-18
3.4000,21.68821,-14.45881,0.007016,5.614698,-0.001878,5.614703,-0.0020184,0.0000031,0.0006708,-0.046706,-0.045845,-1.39724715e-05,-2.03892263e-07,-1.54721869e-08,-1.37166756e-05,-2.01904322e-07,-1.53386392e-08,5.25650228e-03,1.21578906e-10,2.103e-17,2.422e-17
3.4200,21.95735,-14.63823,0.007129,5.697075,-0.001889,5.697080,-0.0020221,0.0000031,0.0006737,-0.047524,-0.046664,-1.42148485e-05,-2.04730211e-07,-1.52660961e-08,-1.39591691e-05,-2.02749723e-07,-1.51343114e-08,5.29234664e-03,1.21948344e-10,1.518e-18,6.858e-18
